"&gt;","&gt;","W8:11A","8:14A","8:16A","8:18A","8:20A","8:23A","8:24A","8:30A","8:33A","8:34A","8:36A"
"X8:12A","8:14A","8:15A","&gt;","&gt;","&gt;","8:22A","8:25A","8:26A","8:32A","8:35A","8:36A","8:38A"
"&gt;","&gt;","W8:18A","8:21A","8:23A","8:25A","8:27A","8:30A","8:31A","8:37A","8:40A","8:41A","8:43A"
"X8:20A","8:22A","8:23A","&gt;","&gt;","&gt;","8:30A","8:33A","8:34A","8:40A","8:43A","8:44A","8:46A"
"&gt;","&gt;","W8:26A","8:29A","8:31A","8:33A","8:35A","8:38A","8:39A","8:45A","8:48A","8:49A","8:51A"
"8:28A","8:30A","8:31A","8:34A","8:36A","8:38A","8:40A","8:43A","8:44A","8:50A","8:53A","8:54A","8:56A"
"8:36A","8:38A","8:39A","8:42A","8:44A","8:46A","8:48A","8:51A","8:52A","8:58A","9:01A","9:02A","9:04A"
"8:42A","8:44A","8:45A","8:48A","8:50A","8:52A","8:54A","8:57A","8:58A","9:04A","9:07A","9:08A","9:10A"
"8:52A","8:54A","8:55A","8:58A","9:00A","9:02A","9:04A","9:07A","9:08A","9:14A","9:17A","9:18A","9:20A"
"9:18A","9:20A","9:21A","9:24A","9:26A","9:28A","9:30A","9:33A","9:34A","9:40A","9:43A","9:44A","9:46A"
"9:44A","9:46A","9:47A","9:50A","9:52A","9:54A","9:56A","9:59A","10:00A","10:06A","10:09A","10:10A","10:12A"
"10:10A","10:12A","10:13A","10:16A","10:18A","10:20A","10:22A","10:25A","10:26A","10:32A","10:35A","10:36A","10:38A"
"10:36A","10:38A","10:39A","10:42A","10:44A","10:46A","10:48A","10:51A","10:52A","10:58A","11:01A","11:02A","11:04A"
"11:02A","11:04A","11:05A","11:08A","11:10A","11:12A","11:14A","11:17A","11:18A","11:24A","11:27A","11:28A","11:30A"
"11:28A","11:30A","11:31A","11:34A","11:36A","11:38A","11:40A","11:43A","11:44A","11:50A","11:53A","11:54A","11:56A"
"11:54A","11:56A","11:57A","12:00P","12:02P","12:04P","12:06P","12:09P","12:10P","12:16P","12:19P","12:20P","12:22P"
"12:20P","12:22P","12:23P","12:26P","12:28P","12:30P","12:32P","12:35P","12:36P","12:42P","12:45P","12:46P","12:48P"
"12:46P","12:48P","12:49P","12:52P","12:54P","12:56P","12:58P","1:01P","1:02P","1:08P","1:11P","1:12P","1:14P"
"1:12P","1:14P","1:15P","1:18P","1:20P","1:22P","1:24P","1:27P","1:28P","1:34P","1:37P","1:38P","1:40P"
"1:38P","1:40P","1:41P","1:44P","1:46P","1:48P","1:50P","1:53P","1:54P","2:00P","2:03P","2:04P","2:06P"
"2:04P","2:06P","2:07P","2:10P","2:12P","2:14P","2:16P","2:19P","2:20P","2:26P","2:29P","2:30P","2:32P"
"2:30P","2:32P","2:33P","2:36P","2:38P","2:40P","2:42P","2:45P","2:46P","2:52P","2:55P","2:56P","2:58P"
"2:55P","2:57P","2:58P","3:01P","3:03P","3:05P","3:07P","3:10P","3:11P","3:17P","3:20P","3:21P","3:23P"
"3:20P","3:22P","3:23P","3:26P","3:28P","3:30P","3:32P","3:35P","3:36P","3:42P","3:45P","3:46P","3:48P"
"3:45P","3:47P","3:48P","3:51P","3:53P","3:55P","3:57P","4:00P","4:01P","4:07P","4:10P","4:11P","4:13P"
"4:10P","4:12P","4:13P","4:16P","4:18P","4:20P","4:22P","4:25P","4:26P","4:32P","4:35P","4:36P","4:38P"
"4:57P","4:59P","5:00P","5:03P","5:05P","5:07P","5:09P","5:12P","5:13P","5:19P","5:22P","5:23P","5:25P"
"5:33P","5:35P","5:36P","5:39P","5:41P","5:43P","5:45P","5:48P","5:49P","5:55P","5:58P","5:59P","6:01P"
"5:37P","5:39P","5:40P","5:43P","5:45P","5:47P","5:49P","5:52P","5:53P","5:59P","6:02P","6:03P","6:05P"
"6:15P","6:17P","6:18P","6:21P","6:23P","6:25P","6:27P","6:30P","6:31P","6:37P","6:40P","6:41P","6:43P"
"6:41P","6:43P","6:44P","6:47P","6:49P","6:51P","6:53P","6:56P","6:57P","7:03P","7:06P","7:07P","7:09P"
"7:07P","7:09P","7:10P","7:13P","7:15P","7:17P","7:19P","7:22P","7:23P","7:29P","7:32P","7:33P","7:35P"
"7:33P","7:35P","7:36P","7:39P","7:41P","7:43P","7:45P","7:48P","7:49P","7:55P","7:58P","7:59P","8:01P"
"7:59P","8:01P","8:02P","8:05P","8:07P","8:09P","8:11P","8:14P","8:15P","8:21P","8:24P","8:25P","8:27P"
"8:25P","8:27P","8:28P","8:31P","8:33P","8:35P","8:37P","8:40P","8:41P","8:47P","8:50P","8:51P","8:53P"
"8:51P","8:53P","8:54P","8:57P","8:59P","9:01P","9:03P","9:06P","9:07P","9:13P","9:16P","9:17P","9:19P"
"9:17P","9:19P","9:20P","9:23P","9:25P","9:27P","9:29P","9:32P","9:33P","9:39P","9:42P","9:43P","9:45P"
"9:43P","9:45P","9:46P","9:49P","9:51P","9:53P","9:55P","9:58P","9:59P","10:05P","10:08P","10:09P","10:11P"
"10:09P","10:11P","10:12P","10:15P","10:17P","10:19P","10:21P","10:24P","10:25P","10:31P","10:34P","10:35P","10:37P"
"10:35P","10:37P","10:38P","10:41P","10:43P","10:45P","10:47P","10:50P","10:51P","10:57P","11:00P","11:01P","11:03P"
"11:01P","11:03P","11:04P","11:07P","11:09P","11:11P","11:13P","11:16P","11:17P","11:23P","11:26P","11:27P","11:29P"
"11:30P","11:32P","11:33P","11:36P","11:38P","11:40P","11:42P","11:45P","11:46P","11:52P","11:55P","11:56P","11:58P"
