"4:32P ","4:34P ","4:35P ","4:38P ","4:40P ","4:42P ","4:44P ","4:48P ","4:50P ","4:56P ","4:58P ","4:59P ","5:00P "
"4:58P ","5:00P ","5:01P ","5:04P ","5:06P ","5:08P ","5:10P ","5:14P ","5:16P ","5:22P ","5:24P ","5:25P ","5:26P "
"5:24P ","5:26P ","5:27P ","5:30P ","5:32P ","5:34P ","5:36P ","5:40P ","5:42P ","5:48P ","5:50P ","5:51P ","5:52P "
"5:50P ","5:52P ","5:53P ","5:56P ","5:58P ","6:00P ","6:02P ","6:06P ","6:08P ","6:14P ","6:16P ","6:17P ","6:18P "
"6:16P ","6:18P ","6:19P ","6:22P ","6:24P ","6:26P ","6:28P ","6:32P ","6:34P ","6:40P ","6:42P ","6:43P ","6:44P "
"6:42P ","6:44P ","6:45P ","6:48P ","6:50P ","6:52P ","6:54P ","6:58P ","7:00P ","7:06P ","7:08P ","7:09P ","7:10P "
"7:08P ","7:10P ","7:11P ","7:14P ","7:16P ","7:18P ","7:20P ","7:24P ","7:26P ","7:32P ","7:34P ","7:35P ","7:36P "
"7:34P ","7:36P ","7:37P ","7:40P ","7:42P ","7:44P ","7:46P ","7:50P ","7:52P ","7:58P ","8:00P ","8:01P ","8:02P "
"8:00P ","8:02P ","8:03P ","8:06P ","8:08P ","8:10P ","8:12P ","8:16P ","8:18P ","8:24P ","8:26P ","8:27P ","8:28P "
"8:26P ","8:28P ","8:29P ","8:32P ","8:34P ","8:36P ","8:38P ","8:42P ","8:44P ","8:50P ","8:52P ","8:53P ","8:54P "
"8:52P ","8:54P ","8:55P ","8:58P ","9:00P ","9:02P ","9:04P ","9:08P ","9:10P ","9:16P ","9:18P ","9:19P ","9:20P "
"9:18P ","9:20P ","9:21P ","9:24P ","9:26P ","9:28P ","9:30P ","9:34P ","9:36P ","9:42P ","9:44P ","9:45P ","9:46P "
"9:44P ","9:46P ","9:47P ","9:50P ","9:52P ","9:54P ","9:56P ","10:00P ","10:02P ","10:08P ","10:10P ","10:11P  ","10:12P "
"10:10P ","10:12P ","10:13P ","10:16P ","10:18P ","10:20P ","10:22P ","10:26P ","10:28P ","10:34P ","10:36P ","10:37P  ","10:38P "
"10:36P ","10:38P ","10:39P ","10:42P ","10:44P ","10:46P ","10:48P ","10:52P ","10:54P ","11:00P ","11:02P ","11:03P ","11:04P "
"11:02P ","11:04P ","11:05P ","11:08P ","11:10P ","11:12P ","11:14P ","11:18P ","11:20P ","11:26P ","11:28P ","11:29P ","11:30P "
"11:30P ","11:32P ","11:33P ","11:36P ","11:38P ","11:40P ","11:42P ","11:46P ","11:48P ","11:54P ","11:56P ","11:57P ","11:58P"
